Antecedent,Consequent,Support,Confidence,Lift
cloud,git,0.05128794848206072,0.36527436527436524,1.542703195932919
cloud,aws,0.055427782888684454,0.39475839475839475,1.401722744311556
api,rest,0.10671573137074516,0.32447552447552447,0.7937100311783856
aws,rest,0.08831646734130635,0.3135973866884443,0.7671006679726333
git,rest,0.07325206991720332,0.30937348227294803,0.7567684393377091
